method,training_period,holding_period,rank,code,group
rolling_particle_swarm,2023-07-01/2023-12-31,2024-01-01/2024-06-30,12,588000.SH,a_share
rolling_particle_swarm,2023-07-01/2023-12-31,2024-01-01/2024-06-30,13,588200.SH,a_share
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,1,159509.SZ,global
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,2,159869.SZ,a_share
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,3,159981.SZ,commodity
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,4,161226.SZ,commodity
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,5,164824.SZ,global
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,6,501018.SH,commodity
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,7,512800.SH,a_share
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,8,513030.SH,global
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,9,513100.SH,global
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,10,513120.SH,hong_kong
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,11,513750.SH,hong_kong
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,12,518880.SH,commodity
rolling_particle_swarm,2024-01-01/2024-06-30,2024-07-01/2024-12-31,13,588220.SH,a_share
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,1,159981.SZ,commodity
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,2,159985.SZ,commodity
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,3,164824.SZ,global
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,4,501018.SH,commodity
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,5,512880.SH,a_share
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,6,513070.SH,hong_kong
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,7,513290.SH,global
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,8,513400.SH,global
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,9,513730.SH,global
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,10,513750.SH,hong_kong
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,11,515790.SH,a_share
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,12,518880.SH,commodity
rolling_particle_swarm,2024-07-01/2024-12-31,2025-01-01/2025-06-30,13,588000.SH,a_share
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,1,159611.SZ,a_share
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,2,159869.SZ,a_share
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,3,159967.SZ,a_share
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,4,159980.SZ,commodity
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,5,159981.SZ,commodity
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,6,501018.SH,commodity
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,7,513100.SH,global
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,8,513120.SH,hong_kong
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,9,513290.SH,global
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,10,513310.SH,global
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,11,513750.SH,hong_kong
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,12,513880.SH,global
rolling_particle_swarm,2025-01-01/2025-06-30,2025-07-01/2025-12-31,13,518880.SH,commodity
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,1,159209.SZ,a_share
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,2,159329.SZ,global
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,3,159509.SZ,global
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,4,159796.SZ,a_share
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,5,159920.SZ,hong_kong
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,6,159949.SZ,a_share
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,7,159980.SZ,commodity
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,8,159985.SZ,commodity
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,9,161226.SZ,commodity
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,10,501018.SH,commodity
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,11,513070.SH,hong_kong
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,12,513100.SH,global
rolling_particle_swarm,2025-07-01/2025-12-31,2026-01-01/2026-06-30,13,513290.SH,global
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,1,159329.SZ,global
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,2,159901.SZ,a_share
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,3,159920.SZ,hong_kong
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,4,159981.SZ,commodity
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,5,159985.SZ,commodity
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,6,501018.SH,commodity
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,7,513070.SH,hong_kong
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,8,513100.SH,global
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,9,513310.SH,global
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,10,513500.SH,global
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,11,518880.SH,commodity
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,12,588200.SH,a_share
rolling_particle_swarm,2026-01-01/2026-06-30,2026-07-01/2026-07-26,13,588220.SH,a_share
